"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue May 16 13:51:28 MSK 2023","Tue May 16 13:51:33 MSK 2023","5109","","IssueNameTests","","IssueNameTests","testClearSelenide","Чистый Selenide (с Listener)",""
